Date,TEMPERATURE,City,City_date,month,year,Month_year,mean_daily_temperature
2019-09-01,9.131,Rigaud,Rigaud_2019-09-01,September,2019,September 2019,9.153625
2019-09-02,9.178,Rigaud,Rigaud_2019-09-02,September,2019,September 2019,9.198875
2019-09-03,9.222,Rigaud,Rigaud_2019-09-03,September,2019,September 2019,9.24316666666667
2019-09-04,9.266,Rigaud,Rigaud_2019-09-04,September,2019,September 2019,9.28725
2019-09-05,9.31,Rigaud,Rigaud_2019-09-05,September,2019,September 2019,9.33045833333333
2019-09-06,9.353,Rigaud,Rigaud_2019-09-06,September,2019,September 2019,9.37345833333333
2019-09-07,9.395,Rigaud,Rigaud_2019-09-07,September,2019,September 2019,9.415875
2019-09-08,9.438,Rigaud,Rigaud_2019-09-08,September,2019,September 2019,9.45833333333333
2019-09-09,9.48,Rigaud,Rigaud_2019-09-09,September,2019,September 2019,9.50020833333333
2019-09-10,9.521,Rigaud,Rigaud_2019-09-10,September,2019,September 2019,9.54141666666667
2019-09-11,9.563,Rigaud,Rigaud_2019-09-11,September,2019,September 2019,9.58191666666667
2019-09-12,9.603,Rigaud,Rigaud_2019-09-12,September,2019,September 2019,9.62191666666667
2019-09-13,9.642,Rigaud,Rigaud_2019-09-13,September,2019,September 2019,9.66108333333333
2019-09-14,9.681,Rigaud,Rigaud_2019-09-14,September,2019,September 2019,9.69929166666667
2019-09-15,9.719,Rigaud,Rigaud_2019-09-15,September,2019,September 2019,9.73683333333333
2019-09-16,9.756,Rigaud,Rigaud_2019-09-16,September,2019,September 2019,9.7735
2019-09-17,9.792,Rigaud,Rigaud_2019-09-17,September,2019,September 2019,9.80929166666667
2019-09-18,9.827,Rigaud,Rigaud_2019-09-18,September,2019,September 2019,9.84458333333333
2019-09-19,9.863,Rigaud,Rigaud_2019-09-19,September,2019,September 2019,9.87879166666667
2019-09-20,9.896,Rigaud,Rigaud_2019-09-20,September,2019,September 2019,9.912375
2019-09-21,9.929,Rigaud,Rigaud_2019-09-21,September,2019,September 2019,9.94491666666667
2019-09-22,9.961,Rigaud,Rigaud_2019-09-22,September,2019,September 2019,9.97629166666667
2019-09-23,9.993,Rigaud,Rigaud_2019-09-23,September,2019,September 2019,10.00675
2019-09-24,10.022,Rigaud,Rigaud_2019-09-24,September,2019,September 2019,10.0441818181818
2019-09-25,10.056,Rigaud,Rigaud_2019-09-25,September,2019,September 2019,10.067875
2019-09-26,10.081,Rigaud,Rigaud_2019-09-26,September,2019,September 2019,10.0939583333333
2019-09-27,10.108,Rigaud,Rigaud_2019-09-27,September,2019,September 2019,10.1203333333333
2019-09-28,10.133,Rigaud,Rigaud_2019-09-28,September,2019,September 2019,10.1458333333333
2019-09-29,10.159,Rigaud,Rigaud_2019-09-29,September,2019,September 2019,10.1707083333333
2019-09-30,10.183,Rigaud,Rigaud_2019-09-30,September,2019,September 2019,10.1948333333333
2019-09-01,6.866,Saint-Lazare,Saint-Lazare_2019-09-01,September,2019,September 2019,6.86795833333333
2019-09-02,6.87,Saint-Lazare,Saint-Lazare_2019-09-02,September,2019,September 2019,6.87241666666667
2019-09-03,6.875,Saint-Lazare,Saint-Lazare_2019-09-03,September,2019,September 2019,6.87670833333333
2019-09-04,6.879,Saint-Lazare,Saint-Lazare_2019-09-04,September,2019,September 2019,6.88116666666667
2019-09-05,6.883,Saint-Lazare,Saint-Lazare_2019-09-05,September,2019,September 2019,6.885625
2019-09-06,6.888,Saint-Lazare,Saint-Lazare_2019-09-06,September,2019,September 2019,6.89029166666667
2019-09-07,6.893,Saint-Lazare,Saint-Lazare_2019-09-07,September,2019,September 2019,6.89470833333333
2019-09-08,6.897,Saint-Lazare,Saint-Lazare_2019-09-08,September,2019,September 2019,6.8995
2019-09-09,6.902,Saint-Lazare,Saint-Lazare_2019-09-09,September,2019,September 2019,6.90420833333333
2019-09-10,6.907,Saint-Lazare,Saint-Lazare_2019-09-10,September,2019,September 2019,6.909
2019-09-11,6.912,Saint-Lazare,Saint-Lazare_2019-09-11,September,2019,September 2019,6.91395833333333
2019-09-12,6.917,Saint-Lazare,Saint-Lazare_2019-09-12,September,2019,September 2019,6.91895833333333
2019-09-13,6.921,Saint-Lazare,Saint-Lazare_2019-09-13,September,2019,September 2019,6.923875
2019-09-14,6.926,Saint-Lazare,Saint-Lazare_2019-09-14,September,2019,September 2019,6.929125
2019-09-15,6.932,Saint-Lazare,Saint-Lazare_2019-09-15,September,2019,September 2019,6.93408333333333
2019-09-16,6.937,Saint-Lazare,Saint-Lazare_2019-09-16,September,2019,September 2019,6.93920833333333
2019-09-17,6.942,Saint-Lazare,Saint-Lazare_2019-09-17,September,2019,September 2019,6.944375
2019-09-18,6.947,Saint-Lazare,Saint-Lazare_2019-09-18,September,2019,September 2019,6.949625
2019-09-19,6.952,Saint-Lazare,Saint-Lazare_2019-09-19,September,2019,September 2019,6.95508333333333
2019-09-20,6.957,Saint-Lazare,Saint-Lazare_2019-09-20,September,2019,September 2019,6.96041666666667
2019-09-21,6.963,Saint-Lazare,Saint-Lazare_2019-09-21,September,2019,September 2019,6.96566666666667
2019-09-22,6.969,Saint-Lazare,Saint-Lazare_2019-09-22,September,2019,September 2019,6.971125
2019-09-23,6.974,Saint-Lazare,Saint-Lazare_2019-09-23,September,2019,September 2019,6.97645833333333
2019-09-24,6.979,Saint-Lazare,Saint-Lazare_2019-09-24,September,2019,September 2019,6.98395
2019-09-25,6.986,Saint-Lazare,Saint-Lazare_2019-09-25,September,2019,September 2019,6.98841666666667
2019-09-26,6.991,Saint-Lazare,Saint-Lazare_2019-09-26,September,2019,September 2019,6.9935
2019-09-27,6.996,Saint-Lazare,Saint-Lazare_2019-09-27,September,2019,September 2019,6.99929166666667
2019-09-28,7.002,Saint-Lazare,Saint-Lazare_2019-09-28,September,2019,September 2019,7.005
2019-09-29,7.008,Saint-Lazare,Saint-Lazare_2019-09-29,September,2019,September 2019,7.01070833333333
2019-09-30,7.014,Saint-Lazare,Saint-Lazare_2019-09-30,September,2019,September 2019,7.01625
2019-10-01,10.207,Rigaud,Rigaud_2019-10-01,October,2019,October 2019,10.21825
2019-10-02,10.23,Rigaud,Rigaud_2019-10-02,October,2019,October 2019,10.2410416666667
2019-10-03,10.253,Rigaud,Rigaud_2019-10-03,October,2019,October 2019,10.2634583333333
2019-10-04,10.275,Rigaud,Rigaud_2019-10-04,October,2019,October 2019,10.2862916666667
2019-10-05,10.298,Rigaud,Rigaud_2019-10-05,October,2019,October 2019,10.3084583333333
2019-10-06,10.319,Rigaud,Rigaud_2019-10-06,October,2019,October 2019,10.3302083333333
2019-10-07,10.341,Rigaud,Rigaud_2019-10-07,October,2019,October 2019,10.35175
2019-10-08,10.363,Rigaud,Rigaud_2019-10-08,October,2019,October 2019,10.3725
2019-10-09,10.383,Rigaud,Rigaud_2019-10-09,October,2019,October 2019,10.3925
2019-10-10,10.403,Rigaud,Rigaud_2019-10-10,October,2019,October 2019,10.412
2019-10-11,10.422,Rigaud,Rigaud_2019-10-11,October,2019,October 2019,10.4308333333333
2019-10-12,10.44,Rigaud,Rigaud_2019-10-12,October,2019,October 2019,10.4485833333333
2019-10-13,10.458,Rigaud,Rigaud_2019-10-13,October,2019,October 2019,10.465625
2019-10-14,10.474,Rigaud,Rigaud_2019-10-14,October,2019,October 2019,10.481375
2019-10-15,10.489,Rigaud,Rigaud_2019-10-15,October,2019,October 2019,10.4964166666667
2019-10-16,10.503,Rigaud,Rigaud_2019-10-16,October,2019,October 2019,10.510125
2019-10-17,10.517,Rigaud,Rigaud_2019-10-17,October,2019,October 2019,10.5206666666667
2019-10-18,10.522,Rigaud,Rigaud_2019-10-18,October,2019,October 2019,10.526875
2019-10-19,10.533,Rigaud,Rigaud_2019-10-19,October,2019,October 2019,10.5407916666667
2019-10-20,10.55,Rigaud,Rigaud_2019-10-20,October,2019,October 2019,10.5580416666667
2019-10-21,10.567,Rigaud,Rigaud_2019-10-21,October,2019,October 2019,10.5752916666667
2019-10-22,10.584,Rigaud,Rigaud_2019-10-22,October,2019,October 2019,10.5911666666667
2019-10-23,10.599,Rigaud,Rigaud_2019-10-23,October,2019,October 2019,10.6123181818182
2019-10-24,10.622,Rigaud,Rigaud_2019-10-24,October,2019,October 2019,10.6310833333333
2019-10-25,10.641,Rigaud,Rigaud_2019-10-25,October,2019,October 2019,10.6493333333333
2019-10-26,10.658,Rigaud,Rigaud_2019-10-26,October,2019,October 2019,10.6667916666667
2019-10-27,10.675,Rigaud,Rigaud_2019-10-27,October,2019,October 2019,10.6823043478261
2019-10-28,10.696,Rigaud,Rigaud_2019-10-28,October,2019,October 2019,10.7144166666667
2019-10-29,10.73,Rigaud,Rigaud_2019-10-29,October,2019,October 2019,10.740875
2019-10-30,10.752,Rigaud,Rigaud_2019-10-30,October,2019,October 2019,10.7609166666667
2019-10-31,10.77,Rigaud,Rigaud_2019-10-31,October,2019,October 2019,10.779347826087
2019-10-01,7.02,Saint-Lazare,Saint-Lazare_2019-10-01,October,2019,October 2019,7.022
2019-10-02,7.024,Saint-Lazare,Saint-Lazare_2019-10-02,October,2019,October 2019,7.02754166666667
2019-10-03,7.031,Saint-Lazare,Saint-Lazare_2019-10-03,October,2019,October 2019,7.03345833333333
2019-10-04,7.037,Saint-Lazare,Saint-Lazare_2019-10-04,October,2019,October 2019,7.03908333333333
2019-10-05,7.042,Saint-Lazare,Saint-Lazare_2019-10-05,October,2019,October 2019,7.04475
2019-10-06,7.048,Saint-Lazare,Saint-Lazare_2019-10-06,October,2019,October 2019,7.05041666666667
2019-10-07,7.053,Saint-Lazare,Saint-Lazare_2019-10-07,October,2019,October 2019,7.056
2019-10-08,7.059,Saint-Lazare,Saint-Lazare_2019-10-08,October,2019,October 2019,7.06179166666667
2019-10-09,7.065,Saint-Lazare,Saint-Lazare_2019-10-09,October,2019,October 2019,7.06745833333333
2019-10-10,7.071,Saint-Lazare,Saint-Lazare_2019-10-10,October,2019,October 2019,7.07308333333333
2019-10-11,7.077,Saint-Lazare,Saint-Lazare_2019-10-11,October,2019,October 2019,7.079
2019-10-12,7.082,Saint-Lazare,Saint-Lazare_2019-10-12,October,2019,October 2019,7.0845
2019-10-13,7.087,Saint-Lazare,Saint-Lazare_2019-10-13,October,2019,October 2019,7.09033333333333
2019-10-14,7.093,Saint-Lazare,Saint-Lazare_2019-10-14,October,2019,October 2019,7.09595833333333
2019-10-15,7.098,Saint-Lazare,Saint-Lazare_2019-10-15,October,2019,October 2019,7.10154166666667
2019-10-16,7.104,Saint-Lazare,Saint-Lazare_2019-10-16,October,2019,October 2019,7.107375
2019-10-17,7.11,Saint-Lazare,Saint-Lazare_2019-10-17,October,2019,October 2019,7.11279166666667
2019-10-18,7.116,Saint-Lazare,Saint-Lazare_2019-10-18,October,2019,October 2019,7.11845833333333
2019-10-19,7.121,Saint-Lazare,Saint-Lazare_2019-10-19,October,2019,October 2019,7.123875
2019-10-20,7.127,Saint-Lazare,Saint-Lazare_2019-10-20,October,2019,October 2019,7.12945833333333
2019-10-21,7.133,Saint-Lazare,Saint-Lazare_2019-10-21,October,2019,October 2019,7.135125
2019-10-22,7.138,Saint-Lazare,Saint-Lazare_2019-10-22,October,2019,October 2019,7.14066666666667
2019-10-23,7.144,Saint-Lazare,Saint-Lazare_2019-10-23,October,2019,October 2019,7.14733333333333
2019-10-24,7.149,Saint-Lazare,Saint-Lazare_2019-10-24,October,2019,October 2019,7.15129166666667
2019-10-25,7.154,Saint-Lazare,Saint-Lazare_2019-10-25,October,2019,October 2019,7.15720833333333
2019-10-26,7.16,Saint-Lazare,Saint-Lazare_2019-10-26,October,2019,October 2019,7.162875
2019-10-27,7.166,Saint-Lazare,Saint-Lazare_2019-10-27,October,2019,October 2019,7.16854166666667
2019-10-28,7.171,Saint-Lazare,Saint-Lazare_2019-10-28,October,2019,October 2019,7.17391666666667
2019-10-29,7.177,Saint-Lazare,Saint-Lazare_2019-10-29,October,2019,October 2019,7.17941666666667
2019-10-30,7.183,Saint-Lazare,Saint-Lazare_2019-10-30,October,2019,October 2019,7.18491666666667
2019-10-31,7.188,Saint-Lazare,Saint-Lazare_2019-10-31,October,2019,October 2019,7.19242857142857
2019-11-01,10.789,Rigaud,Rigaud_2019-11-01,November,2019,November 2019,10.8150416666667
2019-11-02,10.834,Rigaud,Rigaud_2019-11-02,November,2019,November 2019,10.843875
2019-11-03,10.852,Rigaud,Rigaud_2019-11-03,November,2019,November 2019,10.856375
2019-11-04,10.859,Rigaud,Rigaud_2019-11-04,November,2019,November 2019,10.8610416666667
2019-11-05,10.862,Rigaud,Rigaud_2019-11-05,November,2019,November 2019,10.8635833333333
2019-11-06,10.865,Rigaud,Rigaud_2019-11-06,November,2019,November 2019,10.865
2019-11-07,10.865,Rigaud,Rigaud_2019-11-07,November,2019,November 2019,10.86375
2019-11-08,10.863,Rigaud,Rigaud_2019-11-08,November,2019,November 2019,10.8601666666667
2019-11-09,10.857,Rigaud,Rigaud_2019-11-09,November,2019,November 2019,10.8540416666667
2019-11-10,10.85,Rigaud,Rigaud_2019-11-10,November,2019,November 2019,10.84575
2019-11-11,10.84,Rigaud,Rigaud_2019-11-11,November,2019,November 2019,10.83425
2019-11-12,10.829,Rigaud,Rigaud_2019-11-12,November,2019,November 2019,10.821375
2019-11-13,10.813,Rigaud,Rigaud_2019-11-13,November,2019,November 2019,10.8035
2019-11-14,10.793,Rigaud,Rigaud_2019-11-14,November,2019,November 2019,10.7845833333333
2019-11-15,10.775,Rigaud,Rigaud_2019-11-15,November,2019,November 2019,10.7623333333333
2019-11-16,10.747,Rigaud,Rigaud_2019-11-16,November,2019,November 2019,10.7384166666667
2019-11-17,10.728,Rigaud,Rigaud_2019-11-17,November,2019,November 2019,10.71675
2019-11-18,10.705,Rigaud,Rigaud_2019-11-18,November,2019,November 2019,10.6937083333333
2019-11-19,10.682,Rigaud,Rigaud_2019-11-19,November,2019,November 2019,10.6700416666667
2019-11-20,10.657,Rigaud,Rigaud_2019-11-20,November,2019,November 2019,10.6463333333333
2019-11-21,10.626,Rigaud,Rigaud_2019-11-21,November,2019,November 2019,10.612625
2019-11-22,10.597,Rigaud,Rigaud_2019-11-22,November,2019,November 2019,10.584
2019-11-23,10.57,Rigaud,Rigaud_2019-11-23,November,2019,November 2019,10.5542083333333
2019-11-24,10.537,Rigaud,Rigaud_2019-11-24,November,2019,November 2019,10.5234583333333
2019-11-25,10.511,Rigaud,Rigaud_2019-11-25,November,2019,November 2019,10.4979583333333
2019-11-26,10.485,Rigaud,Rigaud_2019-11-26,November,2019,November 2019,10.4701666666667
2019-11-27,10.454,Rigaud,Rigaud_2019-11-27,November,2019,November 2019,10.437625
2019-11-28,10.416,Rigaud,Rigaud_2019-11-28,November,2019,November 2019,10.39
2019-11-29,10.365,Rigaud,Rigaud_2019-11-29,November,2019,November 2019,10.3465833333333
2019-11-30,10.325,Rigaud,Rigaud_2019-11-30,November,2019,November 2019,10.3080416666667
2019-11-01,7.195,Saint-Lazare,Saint-Lazare_2019-11-01,November,2019,November 2019,7.196625
2019-11-02,7.199,Saint-Lazare,Saint-Lazare_2019-11-02,November,2019,November 2019,7.20141666666667
2019-11-03,7.204,Saint-Lazare,Saint-Lazare_2019-11-03,November,2019,November 2019,7.20683333333333
2019-11-04,7.209,Saint-Lazare,Saint-Lazare_2019-11-04,November,2019,November 2019,7.21204166666667
2019-11-05,7.215,Saint-Lazare,Saint-Lazare_2019-11-05,November,2019,November 2019,7.2175
2019-11-06,7.22,Saint-Lazare,Saint-Lazare_2019-11-06,November,2019,November 2019,7.22308333333333
2019-11-07,7.226,Saint-Lazare,Saint-Lazare_2019-11-07,November,2019,November 2019,7.22854166666667
2019-11-08,7.232,Saint-Lazare,Saint-Lazare_2019-11-08,November,2019,November 2019,7.234375
2019-11-09,7.238,Saint-Lazare,Saint-Lazare_2019-11-09,November,2019,November 2019,7.23995833333333
2019-11-10,7.243,Saint-Lazare,Saint-Lazare_2019-11-10,November,2019,November 2019,7.24554166666667
2019-11-11,7.248,Saint-Lazare,Saint-Lazare_2019-11-11,November,2019,November 2019,7.25095833333333
2019-11-12,7.253,Saint-Lazare,Saint-Lazare_2019-11-12,November,2019,November 2019,7.256375
2019-11-13,7.259,Saint-Lazare,Saint-Lazare_2019-11-13,November,2019,November 2019,7.26175
2019-11-14,7.264,Saint-Lazare,Saint-Lazare_2019-11-14,November,2019,November 2019,7.267
2019-11-15,7.27,Saint-Lazare,Saint-Lazare_2019-11-15,November,2019,November 2019,7.27216666666667
2019-11-16,7.274,Saint-Lazare,Saint-Lazare_2019-11-16,November,2019,November 2019,7.277125
2019-11-17,7.28,Saint-Lazare,Saint-Lazare_2019-11-17,November,2019,November 2019,7.28220833333333
2019-11-18,7.285,Saint-Lazare,Saint-Lazare_2019-11-18,November,2019,November 2019,7.28720833333333
2019-11-19,7.29,Saint-Lazare,Saint-Lazare_2019-11-19,November,2019,November 2019,7.292
2019-11-20,7.294,Saint-Lazare,Saint-Lazare_2019-11-20,November,2019,November 2019,7.29552380952381
2019-11-21,7.298,Saint-Lazare,Saint-Lazare_2019-11-21,November,2019,November 2019,7.30054166666667
2019-11-22,7.304,Saint-Lazare,Saint-Lazare_2019-11-22,November,2019,November 2019,7.305875
2019-11-23,7.309,Saint-Lazare,Saint-Lazare_2019-11-23,November,2019,November 2019,7.31041666666667
2019-11-24,7.313,Saint-Lazare,Saint-Lazare_2019-11-24,November,2019,November 2019,7.314625
2019-11-25,7.317,Saint-Lazare,Saint-Lazare_2019-11-25,November,2019,November 2019,7.31891666666667
2019-11-26,7.321,Saint-Lazare,Saint-Lazare_2019-11-26,November,2019,November 2019,7.32320833333333
2019-11-27,7.325,Saint-Lazare,Saint-Lazare_2019-11-27,November,2019,November 2019,7.32691666666667
2019-11-28,7.329,Saint-Lazare,Saint-Lazare_2019-11-28,November,2019,November 2019,7.331
2019-11-29,7.333,Saint-Lazare,Saint-Lazare_2019-11-29,November,2019,November 2019,7.33495833333333
2019-11-30,7.337,Saint-Lazare,Saint-Lazare_2019-11-30,November,2019,November 2019,7.33870833333333
2019-12-01,10.288,Rigaud,Rigaud_2019-12-01,December,2019,December 2019,10.2668333333333
2019-12-02,10.245,Rigaud,Rigaud_2019-12-02,December,2019,December 2019,10.2256666666667
2019-12-03,10.205,Rigaud,Rigaud_2019-12-03,December,2019,December 2019,10.1839166666667
2019-12-04,10.161,Rigaud,Rigaud_2019-12-04,December,2019,December 2019,10.142125
2019-12-05,10.119,Rigaud,Rigaud_2019-12-05,December,2019,December 2019,10.1049166666667
2019-12-06,10.08,Rigaud,Rigaud_2019-12-06,December,2019,December 2019,10.0635833333333
2019-12-07,10.041,Rigaud,Rigaud_2019-12-07,December,2019,December 2019,10.02075
2019-12-08,9.995,Rigaud,Rigaud_2019-12-08,December,2019,December 2019,9.97341666666667
2019-12-09,9.951,Rigaud,Rigaud_2019-12-09,December,2019,December 2019,9.92708333333333
2019-12-10,9.901,Rigaud,Rigaud_2019-12-10,December,2019,December 2019,9.87204166666667
2019-12-11,9.841,Rigaud,Rigaud_2019-12-11,December,2019,December 2019,9.79865217391304
2019-12-12,9.731,Rigaud,Rigaud_2019-12-12,December,2019,December 2019,9.709875
2019-12-13,9.682,Rigaud,Rigaud_2019-12-13,December,2019,December 2019,9.65770833333333
2019-12-14,9.631,Rigaud,Rigaud_2019-12-14,December,2019,December 2019,9.60066666666667
2019-12-15,9.569,Rigaud,Rigaud_2019-12-15,December,2019,December 2019,9.54129166666667
