Date,LEVEL,City,City_date,month,year,Month_year,mean_daily_level
2019-09-01,0.5465,Rigaud,Rigaud_2019-09-01,September,2019,Sep-19,0.544758333
2019-09-02,0.5437,Rigaud,Rigaud_2019-09-02,September,2019,Sep-19,0.542366667
2019-09-03,0.5394,Rigaud,Rigaud_2019-09-03,September,2019,Sep-19,0.5391375
2019-09-04,0.542,Rigaud,Rigaud_2019-09-04,September,2019,Sep-19,0.538195833
2019-09-05,0.5329,Rigaud,Rigaud_2019-09-05,September,2019,Sep-19,0.532634783
2019-09-06,0.5308,Rigaud,Rigaud_2019-09-06,September,2019,Sep-19,0.530141667
2019-09-07,0.5282,Rigaud,Rigaud_2019-09-07,September,2019,Sep-19,0.525433333
2019-09-08,0.5207,Rigaud,Rigaud_2019-09-08,September,2019,Sep-19,0.515566667
2019-09-09,0.5107,Rigaud,Rigaud_2019-09-09,September,2019,Sep-19,0.507041667
2019-09-10,0.5035,Rigaud,Rigaud_2019-09-10,September,2019,Sep-19,0.50186087
2019-09-11,0.5008,Rigaud,Rigaud_2019-09-11,September,2019,Sep-19,0.496558333
2019-09-12,0.4932,Rigaud,Rigaud_2019-09-12,September,2019,Sep-19,0.489083333
2019-09-13,0.4843,Rigaud,Rigaud_2019-09-13,September,2019,Sep-19,0.483930435
2019-09-14,0.4832,Rigaud,Rigaud_2019-09-14,September,2019,Sep-19,0.480054167
2019-09-15,0.4773,Rigaud,Rigaud_2019-09-15,September,2019,Sep-19,0.474495833
2019-09-16,0.4724,Rigaud,Rigaud_2019-09-16,September,2019,Sep-19,0.469191667
2019-09-17,0.4655,Rigaud,Rigaud_2019-09-17,September,2019,Sep-19,0.462079167
2019-09-18,0.4584,Rigaud,Rigaud_2019-09-18,September,2019,Sep-19,0.454708333
2019-09-19,0.4512,Rigaud,Rigaud_2019-09-19,September,2019,Sep-19,0.448570833
2019-09-20,0.4456,Rigaud,Rigaud_2019-09-20,September,2019,Sep-19,0.442954167
2019-09-21,0.4389,Rigaud,Rigaud_2019-09-21,September,2019,Sep-19,0.436541667
2019-09-22,0.4345,Rigaud,Rigaud_2019-09-22,September,2019,Sep-19,0.43285
2019-09-23,0.4319,Rigaud,Rigaud_2019-09-23,September,2019,Sep-19,0.4289125
2019-09-24,0.426,Rigaud,Rigaud_2019-09-24,September,2019,Sep-19,0.423370833
2019-09-25,0.4199,Rigaud,Rigaud_2019-09-25,September,2019,Sep-19,0.418783333
2019-09-26,0.4162,Rigaud,Rigaud_2019-09-26,September,2019,Sep-19,0.414483333
2019-09-27,0.4105,Rigaud,Rigaud_2019-09-27,September,2019,Sep-19,0.409086957
2019-09-28,0.4073,Rigaud,Rigaud_2019-09-28,September,2019,Sep-19,0.405254167
2019-09-29,0.4009,Rigaud,Rigaud_2019-09-29,September,2019,Sep-19,0.400333333
2019-09-30,0.4,Rigaud,Rigaud_2019-09-30,September,2019,Sep-19,0.399878261
2019-09-01,3.2024,Saint-Lazare,Saint-Lazare_2019-09-01,September,2019,Sep-19,3.2033125
2019-09-02,3.2039,Saint-Lazare,Saint-Lazare_2019-09-02,September,2019,Sep-19,3.199141667
2019-09-03,3.192,Saint-Lazare,Saint-Lazare_2019-09-03,September,2019,Sep-19,3.194216667
2019-09-04,3.2034,Saint-Lazare,Saint-Lazare_2019-09-04,September,2019,Sep-19,3.190308333
2019-09-05,3.1833,Saint-Lazare,Saint-Lazare_2019-09-05,September,2019,Sep-19,3.182513043
2019-09-06,3.1822,Saint-Lazare,Saint-Lazare_2019-09-06,September,2019,Sep-19,3.180570833
2019-09-07,3.1795,Saint-Lazare,Saint-Lazare_2019-09-07,September,2019,Sep-19,3.176029167
2019-09-08,3.1695,Saint-Lazare,Saint-Lazare_2019-09-08,September,2019,Sep-19,3.164654167
2019-09-09,3.1616,Saint-Lazare,Saint-Lazare_2019-09-09,September,2019,Sep-19,3.159504762
2019-09-10,3.1594,Saint-Lazare,Saint-Lazare_2019-09-10,September,2019,Sep-19,3.159308333
2019-09-11,3.1581,Saint-Lazare,Saint-Lazare_2019-09-11,September,2019,Sep-19,3.153975
2019-09-12,3.1503,Saint-Lazare,Saint-Lazare_2019-09-12,September,2019,Sep-19,3.145683333
2019-09-13,3.143,Saint-Lazare,Saint-Lazare_2019-09-13,September,2019,Sep-19,3.144941667
2019-09-14,3.1445,Saint-Lazare,Saint-Lazare_2019-09-14,September,2019,Sep-19,3.141045833
2019-09-15,3.1363,Saint-Lazare,Saint-Lazare_2019-09-15,September,2019,Sep-19,3.133570833
2019-09-16,3.1321,Saint-Lazare,Saint-Lazare_2019-09-16,September,2019,Sep-19,3.130354167
2019-09-17,3.1286,Saint-Lazare,Saint-Lazare_2019-09-17,September,2019,Sep-19,3.124604167
2019-09-18,3.1212,Saint-Lazare,Saint-Lazare_2019-09-18,September,2019,Sep-19,3.118695833
2019-09-19,3.116,Saint-Lazare,Saint-Lazare_2019-09-19,September,2019,Sep-19,3.115468182
2019-09-20,3.1131,Saint-Lazare,Saint-Lazare_2019-09-20,September,2019,Sep-19,3.112154545
2019-09-21,3.1079,Saint-Lazare,Saint-Lazare_2019-09-21,September,2019,Sep-19,3.108866667
2019-09-22,3.1068,Saint-Lazare,Saint-Lazare_2019-09-22,September,2019,Sep-19,3.108154167
2019-09-23,3.1064,Saint-Lazare,Saint-Lazare_2019-09-23,September,2019,Sep-19,3.1025
2019-09-24,3.0947,Saint-Lazare,Saint-Lazare_2019-09-24,September,2019,Sep-19,3.091473913
2019-09-25,3.0883,Saint-Lazare,Saint-Lazare_2019-09-25,September,2019,Sep-19,3.089575
2019-09-26,3.0888,Saint-Lazare,Saint-Lazare_2019-09-26,September,2019,Sep-19,3.0832
2019-09-27,3.0757,Saint-Lazare,Saint-Lazare_2019-09-27,September,2019,Sep-19,3.076573913
2019-09-28,3.0756,Saint-Lazare,Saint-Lazare_2019-09-28,September,2019,Sep-19,3.0705375
2019-09-29,3.0621,Saint-Lazare,Saint-Lazare_2019-09-29,September,2019,Sep-19,3.061409091
2019-09-30,3.0606,Saint-Lazare,Saint-Lazare_2019-09-30,September,2019,Sep-19,3.06255
2019-10-01,0.3999,Rigaud,Rigaud_2019-10-01,October,2019,Oct-19,0.401595833
2019-10-02,0.4067,Rigaud,Rigaud_2019-10-02,October,2019,Oct-19,0.409508696
2019-10-03,0.4108,Rigaud,Rigaud_2019-10-03,October,2019,Oct-19,0.415116667
2019-10-04,0.4191,Rigaud,Rigaud_2019-10-04,October,2019,Oct-19,0.411925
2019-10-05,0.4081,Rigaud,Rigaud_2019-10-05,October,2019,Oct-19,0.409079167
2019-10-06,0.4099,Rigaud,Rigaud_2019-10-06,October,2019,Oct-19,0.411182609
2019-10-07,0.4058,Rigaud,Rigaud_2019-10-07,October,2019,Oct-19,0.405583333
2019-10-08,0.4014,Rigaud,Rigaud_2019-10-08,October,2019,Oct-19,0.399130435
2019-10-09,0.398,Rigaud,Rigaud_2019-10-09,October,2019,Oct-19,0.397041667
2019-10-10,0.3971,Rigaud,Rigaud_2019-10-10,October,2019,Oct-19,0.394566667
2019-10-11,0.3943,Rigaud,Rigaud_2019-10-11,October,2019,Oct-19,0.3928625
2019-10-12,0.3915,Rigaud,Rigaud_2019-10-12,October,2019,Oct-19,0.390995833
2019-10-13,0.3872,Rigaud,Rigaud_2019-10-13,October,2019,Oct-19,0.386333333
2019-10-14,0.3849,Rigaud,Rigaud_2019-10-14,October,2019,Oct-19,0.382720833
2019-10-15,0.3799,Rigaud,Rigaud_2019-10-15,October,2019,Oct-19,0.377870833
2019-10-16,0.3747,Rigaud,Rigaud_2019-10-16,October,2019,Oct-19,0.376933333
2019-10-17,0.3766,Rigaud,Rigaud_2019-10-17,October,2019,Oct-19,0.411447826
2019-10-18,0.5249,Rigaud,Rigaud_2019-10-18,October,2019,Oct-19,0.589945833
2019-10-19,0.6172,Rigaud,Rigaud_2019-10-19,October,2019,Oct-19,0.617841667
2019-10-20,0.6162,Rigaud,Rigaud_2019-10-20,October,2019,Oct-19,0.608154167
2019-10-21,0.6002,Rigaud,Rigaud_2019-10-21,October,2019,Oct-19,0.591204167
2019-10-22,0.5874,Rigaud,Rigaud_2019-10-22,October,2019,Oct-19,0.582345833
2019-10-23,0.5817,Rigaud,Rigaud_2019-10-23,October,2019,Oct-19,0.625591667
2019-10-24,0.6567,Rigaud,Rigaud_2019-10-24,October,2019,Oct-19,0.6606875
2019-10-25,0.6579,Rigaud,Rigaud_2019-10-25,October,2019,Oct-19,0.655229167
2019-10-26,0.6509,Rigaud,Rigaud_2019-10-26,October,2019,Oct-19,0.642616667
2019-10-27,0.6372,Rigaud,Rigaud_2019-10-27,October,2019,Oct-19,0.6641375
2019-10-28,0.7165,Rigaud,Rigaud_2019-10-28,October,2019,Oct-19,0.737991667
2019-10-29,0.7487,Rigaud,Rigaud_2019-10-29,October,2019,Oct-19,0.745445833
2019-10-30,0.7384,Rigaud,Rigaud_2019-10-30,October,2019,Oct-19,0.7357875
2019-10-31,0.7355,Rigaud,Rigaud_2019-10-31,October,2019,Oct-19,0.738547368
2019-10-01,3.0647,Saint-Lazare,Saint-Lazare_2019-10-01,October,2019,Oct-19,3.062778261
2019-10-02,3.0548,Saint-Lazare,Saint-Lazare_2019-10-02,October,2019,Oct-19,3.0509375
2019-10-03,3.0505,Saint-Lazare,Saint-Lazare_2019-10-03,October,2019,Oct-19,3.049654167
2019-10-04,3.0426,Saint-Lazare,Saint-Lazare_2019-10-04,October,2019,Oct-19,3.037304545
2019-10-05,3.0366,Saint-Lazare,Saint-Lazare_2019-10-05,October,2019,Oct-19,3.036445833
2019-10-06,3.0366,Saint-Lazare,Saint-Lazare_2019-10-06,October,2019,Oct-19,3.035908333
2019-10-07,3.0305,Saint-Lazare,Saint-Lazare_2019-10-07,October,2019,Oct-19,3.028895833
2019-10-08,3.0235,Saint-Lazare,Saint-Lazare_2019-10-08,October,2019,Oct-19,3.020691304
2019-10-09,3.0215,Saint-Lazare,Saint-Lazare_2019-10-09,October,2019,Oct-19,3.016779167
2019-10-10,3.0172,Saint-Lazare,Saint-Lazare_2019-10-10,October,2019,Oct-19,3.012845833
2019-10-11,3.0129,Saint-Lazare,Saint-Lazare_2019-10-11,October,2019,Oct-19,3.010358333
2019-10-12,3.0107,Saint-Lazare,Saint-Lazare_2019-10-12,October,2019,Oct-19,3.008279167
2019-10-13,3.003,Saint-Lazare,Saint-Lazare_2019-10-13,October,2019,Oct-19,3.003575
2019-10-14,3.0041,Saint-Lazare,Saint-Lazare_2019-10-14,October,2019,Oct-19,2.999045833
2019-10-15,2.9964,Saint-Lazare,Saint-Lazare_2019-10-15,October,2019,Oct-19,2.993166667
2019-10-16,2.9942,Saint-Lazare,Saint-Lazare_2019-10-16,October,2019,Oct-19,2.9962375
2019-10-17,2.9968,Saint-Lazare,Saint-Lazare_2019-10-17,October,2019,Oct-19,2.990258333
2019-10-18,2.9813,Saint-Lazare,Saint-Lazare_2019-10-18,October,2019,Oct-19,2.977066667
2019-10-19,2.9756,Saint-Lazare,Saint-Lazare_2019-10-19,October,2019,Oct-19,2.974179167
2019-10-20,2.9762,Saint-Lazare,Saint-Lazare_2019-10-20,October,2019,Oct-19,2.972191667
2019-10-21,2.9711,Saint-Lazare,Saint-Lazare_2019-10-21,October,2019,Oct-19,2.968856522
2019-10-22,2.9738,Saint-Lazare,Saint-Lazare_2019-10-22,October,2019,Oct-19,2.97316087
2019-10-23,2.9697,Saint-Lazare,Saint-Lazare_2019-10-23,October,2019,Oct-19,2.965608696
2019-10-24,2.9624,Saint-Lazare,Saint-Lazare_2019-10-24,October,2019,Oct-19,2.9608125
2019-10-25,2.9571,Saint-Lazare,Saint-Lazare_2019-10-25,October,2019,Oct-19,2.9588125
2019-10-26,2.9601,Saint-Lazare,Saint-Lazare_2019-10-26,October,2019,Oct-19,2.9555625
2019-10-27,2.9623,Saint-Lazare,Saint-Lazare_2019-10-27,October,2019,Oct-19,2.964754167
2019-10-28,2.954,Saint-Lazare,Saint-Lazare_2019-10-28,October,2019,Oct-19,2.950320833
2019-10-29,2.9517,Saint-Lazare,Saint-Lazare_2019-10-29,October,2019,Oct-19,2.949416667
2019-10-30,2.9467,Saint-Lazare,Saint-Lazare_2019-10-30,October,2019,Oct-19,2.946241667
2019-10-31,2.9543,Saint-Lazare,Saint-Lazare_2019-10-31,October,2019,Oct-19,2.961604167
2019-11-01,0.925,Rigaud,Rigaud_2019-11-01,November,2019,Nov-19,1.130486957
2019-11-02,1.1374,Rigaud,Rigaud_2019-11-02,November,2019,Nov-19,1.077795833
2019-11-03,1.0347,Rigaud,Rigaud_2019-11-03,November,2019,Nov-19,1.007525
2019-11-04,0.9838,Rigaud,Rigaud_2019-11-04,November,2019,Nov-19,0.975825
2019-11-05,0.9693,Rigaud,Rigaud_2019-11-05,November,2019,Nov-19,0.963254167
2019-11-06,0.9683,Rigaud,Rigaud_2019-11-06,November,2019,Nov-19,0.970379167
2019-11-07,0.9773,Rigaud,Rigaud_2019-11-07,November,2019,Nov-19,0.978126087
2019-11-08,0.9839,Rigaud,Rigaud_2019-11-08,November,2019,Nov-19,0.980929167
2019-11-09,0.9794,Rigaud,Rigaud_2019-11-09,November,2019,Nov-19,0.982529167
2019-11-10,0.9843,Rigaud,Rigaud_2019-11-10,November,2019,Nov-19,0.979766667
2019-11-11,0.9685,Rigaud,Rigaud_2019-11-11,November,2019,Nov-19,0.969854545
2019-11-12,0.9825,Rigaud,Rigaud_2019-11-12,November,2019,Nov-19,0.975891667
2019-11-13,0.9697,Rigaud,Rigaud_2019-11-13,November,2019,Nov-19,0.965347826
2019-11-14,0.9679,Rigaud,Rigaud_2019-11-14,November,2019,Nov-19,0.969933333
2019-11-15,0.9714,Rigaud,Rigaud_2019-11-15,November,2019,Nov-19,0.965295833
2019-11-16,0.9488,Rigaud,Rigaud_2019-11-16,November,2019,Nov-19,0.951808333
2019-11-17,0.9553,Rigaud,Rigaud_2019-11-17,November,2019,Nov-19,0.95905
2019-11-18,0.9623,Rigaud,Rigaud_2019-11-18,November,2019,Nov-19,0.961966667
2019-11-19,0.9618,Rigaud,Rigaud_2019-11-19,November,2019,Nov-19,0.952808333
2019-11-20,0.9471,Rigaud,Rigaud_2019-11-20,November,2019,Nov-19,0.941533333
2019-11-21,0.9367,Rigaud,Rigaud_2019-11-21,November,2019,Nov-19,0.940065217
2019-11-22,0.956,Rigaud,Rigaud_2019-11-22,November,2019,Nov-19,0.950591667
2019-11-23,0.9527,Rigaud,Rigaud_2019-11-23,November,2019,Nov-19,0.9703125
2019-11-24,0.9823,Rigaud,Rigaud_2019-11-24,November,2019,Nov-19,0.979625
2019-11-25,0.9736,Rigaud,Rigaud_2019-11-25,November,2019,Nov-19,0.962608333
2019-11-26,0.9566,Rigaud,Rigaud_2019-11-26,November,2019,Nov-19,0.952108333
2019-11-27,0.9443,Rigaud,Rigaud_2019-11-27,November,2019,Nov-19,0.961404167
2019-11-28,0.9983,Rigaud,Rigaud_2019-11-28,November,2019,Nov-19,1.017741667
2019-11-29,1.0341,Rigaud,Rigaud_2019-11-29,November,2019,Nov-19,1.034504167
2019-11-30,1.0332,Rigaud,Rigaud_2019-11-30,November,2019,Nov-19,1.0253
2019-11-01,2.9715,Saint-Lazare,Saint-Lazare_2019-11-01,November,2019,Nov-19,2.941841667
2019-11-02,2.9389,Saint-Lazare,Saint-Lazare_2019-11-02,November,2019,Nov-19,2.942441667
2019-11-03,2.9459,Saint-Lazare,Saint-Lazare_2019-11-03,November,2019,Nov-19,2.943621739
2019-11-04,2.944,Saint-Lazare,Saint-Lazare_2019-11-04,November,2019,Nov-19,2.953891667
2019-11-05,2.9656,Saint-Lazare,Saint-Lazare_2019-11-05,November,2019,Nov-19,2.9740875
2019-11-06,2.984,Saint-Lazare,Saint-Lazare_2019-11-06,November,2019,Nov-19,2.988508333
2019-11-07,3.0044,Saint-Lazare,Saint-Lazare_2019-11-07,November,2019,Nov-19,3.012929167
2019-11-08,3.0246,Saint-Lazare,Saint-Lazare_2019-11-08,November,2019,Nov-19,3.028043478
2019-11-09,3.0399,Saint-Lazare,Saint-Lazare_2019-11-09,November,2019,Nov-19,3.048616667
2019-11-10,3.058,Saint-Lazare,Saint-Lazare_2019-11-10,November,2019,Nov-19,3.060179167
2019-11-11,3.0583,Saint-Lazare,Saint-Lazare_2019-11-11,November,2019,Nov-19,3.064195833
2019-11-12,3.0732,Saint-Lazare,Saint-Lazare_2019-11-12,November,2019,Nov-19,3.0762125
2019-11-13,3.0791,Saint-Lazare,Saint-Lazare_2019-11-13,November,2019,Nov-19,3.078470833
2019-11-14,3.0855,Saint-Lazare,Saint-Lazare_2019-11-14,November,2019,Nov-19,3.089595833
2019-11-15,3.094,Saint-Lazare,Saint-Lazare_2019-11-15,November,2019,Nov-19,3.0906375
2019-11-16,3.0844,Saint-Lazare,Saint-Lazare_2019-11-16,November,2019,Nov-19,3.090270833
2019-11-17,3.1038,Saint-Lazare,Saint-Lazare_2019-11-17,November,2019,Nov-19,3.102166667
2019-11-18,3.1101,Saint-Lazare,Saint-Lazare_2019-11-18,November,2019,Nov-19,3.1100625
2019-11-19,3.1123,Saint-Lazare,Saint-Lazare_2019-11-19,November,2019,Nov-19,3.110245833
2019-11-20,3.1117,Saint-Lazare,Saint-Lazare_2019-11-20,November,2019,Nov-19,3.108530435
2019-11-21,3.109,Saint-Lazare,Saint-Lazare_2019-11-21,November,2019,Nov-19,3.1155625
2019-11-22,3.1294,Saint-Lazare,Saint-Lazare_2019-11-22,November,2019,Nov-19,3.1179625
2019-11-23,3.1088,Saint-Lazare,Saint-Lazare_2019-11-23,November,2019,Nov-19,3.1194375
2019-11-24,3.1279,Saint-Lazare,Saint-Lazare_2019-11-24,November,2019,Nov-19,3.126091667
2019-11-25,3.1257,Saint-Lazare,Saint-Lazare_2019-11-25,November,2019,Nov-19,3.120258333
2019-11-26,3.1214,Saint-Lazare,Saint-Lazare_2019-11-26,November,2019,Nov-19,3.118379167
2019-11-27,3.1122,Saint-Lazare,Saint-Lazare_2019-11-27,November,2019,Nov-19,3.126466667
2019-11-28,3.1204,Saint-Lazare,Saint-Lazare_2019-11-28,November,2019,Nov-19,3.107718182
2019-11-29,3.1051,Saint-Lazare,Saint-Lazare_2019-11-29,November,2019,Nov-19,3.10736087
2019-11-30,3.1138,Saint-Lazare,Saint-Lazare_2019-11-30,November,2019,Nov-19,3.113195833
2019-12-01,1.0176,Rigaud,Rigaud_2019-12-01,December,2019,Dec-19,1.021043478
2019-12-02,1.023,Rigaud,Rigaud_2019-12-02,December,2019,Dec-19,1.013529167
2019-12-03,1.01,Rigaud,Rigaud_2019-12-03,December,2019,Dec-19,1.007225
2019-12-04,1.0021,Rigaud,Rigaud_2019-12-04,December,2019,Dec-19,0.996475
2019-12-05,0.9896,Rigaud,Rigaud_2019-12-05,December,2019,Dec-19,0.973358333
2019-12-06,0.9607,Rigaud,Rigaud_2019-12-06,December,2019,Dec-19,0.9580875
2019-12-07,0.9503,Rigaud,Rigaud_2019-12-07,December,2019,Dec-19,0.943829167
2019-12-08,0.939,Rigaud,Rigaud_2019-12-08,December,2019,Dec-19,0.946645833
2019-12-09,0.9445,Rigaud,Rigaud_2019-12-09,December,2019,Dec-19,0.95195
2019-12-10,0.9586,Rigaud,Rigaud_2019-12-10,December,2019,Dec-19,0.9496125
2019-12-11,0.9434,Rigaud,Rigaud_2019-12-11,December,2019,Dec-19,0.948108333
2019-12-12,0.9357,Rigaud,Rigaud_2019-12-12,December,2019,Dec-19,0.934015
2019-12-13,0.9436,Rigaud,Rigaud_2019-12-13,December,2019,Dec-19,0.944554545
2019-12-14,0.9491,Rigaud,Rigaud_2019-12-14,December,2019,Dec-19,0.964966667
2019-12-15,0.9875,Rigaud,Rigaud_2019-12-15,December,2019,Dec-19,0.971825
2019-12-16,0.965,Rigaud,Rigaud_2019-12-16,December,2019,Dec-19,0.962083333
2019-12-17,0.9669,Rigaud,Rigaud_2019-12-17,December,2019,Dec-19,0.967509091
2019-12-18,0.9668,Rigaud,Rigaud_2019-12-18,December,2019,Dec-19,0.9583
2019-12-19,0.9413,Rigaud,Rigaud_2019-12-19,December,2019,Dec-19,0.9327125
2019-12-20,0.9289,Rigaud,Rigaud_2019-12-20,December,2019,Dec-19,0.924208696
2019-12-21,0.9219,Rigaud,Rigaud_2019-12-21,December,2019,Dec-19,0.92915
2019-12-22,0.9357,Rigaud,Rigaud_2019-12-22,December,2019,Dec-19,0.936095833
2019-12-23,0.9364,Rigaud,Rigaud_2019-12-23,December,2019,Dec-19,0.9334875
2019-12-24,0.9225,Rigaud,Rigaud_2019-12-24,December,2019,Dec-19,0.920379167
2019-12-25,0.924,Rigaud,Rigaud_2019-12-25,December,2019,Dec-19,0.917145833
2019-12-26,0.9112,Rigaud,Rigaud_2019-12-26,December,2019,Dec-19,0.908959091
2019-12-27,0.9145,Rigaud,Rigaud_2019-12-27,December,2019,Dec-19,0.910433333
2019-12-28,0.904,Rigaud,Rigaud_2019-12-28,December,2019,Dec-19,0.901591667
2019-12-29,0.8988,Rigaud,Rigaud_2019-12-29,December,2019,Dec-19,0.897666667
2019-12-30,0.8966,Rigaud,Rigaud_2019-12-30,December,2019,Dec-19,0.899483333
2019-12-31,0.9009,Rigaud,Rigaud_2019-12-31,December,2019,Dec-19,0.905266667
2019-12-01,3.117,Saint-Lazare,Saint-Lazare_2019-12-01,December,2019,Dec-19,3.122036364
2019-12-02,3.1225,Saint-Lazare,Saint-Lazare_2019-12-02,December,2019,Dec-19,3.118256522
2019-12-03,3.1204,Saint-Lazare,Saint-Lazare_2019-12-03,December,2019,Dec-19,3.122875
2019-12-04,3.1258,Saint-Lazare,Saint-Lazare_2019-12-04,December,2019,Dec-19,3.124291667
2019-12-05,3.1223,Saint-Lazare,Saint-Lazare_2019-12-05,December,2019,Dec-19,3.109829167
2019-12-06,3.1029,Saint-Lazare,Saint-Lazare_2019-12-06,December,2019,Dec-19,3.102279167
2019-12-07,3.0973,Saint-Lazare,Saint-Lazare_2019-12-07,December,2019,Dec-19,3.0923875
2019-12-08,3.096,Saint-Lazare,Saint-Lazare_2019-12-08,December,2019,Dec-19,3.098841667
2019-12-09,3.099,Saint-Lazare,Saint-Lazare_2019-12-09,December,2019,Dec-19,3.1062125
2019-12-10,3.111,Saint-Lazare,Saint-Lazare_2019-12-10,December,2019,Dec-19,3.093429167
2019-12-11,3.0805,Saint-Lazare,Saint-Lazare_2019-12-11,December,2019,Dec-19,3.082981818
2019-12-12,3.0746,Saint-Lazare,Saint-Lazare_2019-12-12,December,2019,Dec-19,3.073021739
2019-12-13,3.0841,Saint-Lazare,Saint-Lazare_2019-12-13,December,2019,Dec-19,3.0818125
2019-12-14,3.0889,Saint-Lazare,Saint-Lazare_2019-12-14,December,2019,Dec-19,3.10485
2019-12-15,3.104,Saint-Lazare,Saint-Lazare_2019-12-15,December,2019,Dec-19,3.0775875
2019-12-16,3.0685,Saint-Lazare,Saint-Lazare_2019-12-16,December,2019,Dec-19,3.066875
2019-12-17,3.0752,Saint-Lazare,Saint-Lazare_2019-12-17,December,2019,Dec-19,3.074725
2019-12-18,3.0735,Saint-Lazare,Saint-Lazare_2019-12-18,December,2019,Dec-19,3.069708333
2019-12-19,3.0622,Saint-Lazare,Saint-Lazare_2019-12-19,December,2019,Dec-19,3.051820833
2019-12-20,3.0498,Saint-Lazare,Saint-Lazare_2019-12-20,December,2019,Dec-19,3.042479167
2019-12-21,3.0455,Saint-Lazare,Saint-Lazare_2019-12-21,December,2019,Dec-19,3.047730435
2019-12-22,3.0518,Saint-Lazare,Saint-Lazare_2019-12-22,December,2019,Dec-19,3.052825
2019-12-23,3.0526,Saint-Lazare,Saint-Lazare_2019-12-23,December,2019,Dec-19,3.051120833
2019-12-24,3.0382,Saint-Lazare,Saint-Lazare_2019-12-24,December,2019,Dec-19,3.034626087
2019-12-25,3.0394,Saint-Lazare,Saint-Lazare_2019-12-25,December,2019,Dec-19,3.036095455
2019-12-26,3.033,Saint-Lazare,Saint-Lazare_2019-12-26,December,2019,Dec-19,3.032379167
2019-12-27,3.0406,Saint-Lazare,Saint-Lazare_2019-12-27,December,2019,Dec-19,3.0375125
2019-12-28,3.0314,Saint-Lazare,Saint-Lazare_2019-12-28,December,2019,Dec-19,3.026058333
2019-12-29,3.0226,Saint-Lazare,Saint-Lazare_2019-12-29,December,2019,Dec-19,3.024708333
2019-12-30,3.0276,Saint-Lazare,Saint-Lazare_2019-12-30,December,2019,Dec-19,3.033790476
2019-12-31,3.0412,Saint-Lazare,Saint-Lazare_2019-12-31,December,2019,Dec-19,3.038495833
2020-01-01,0.9093,Rigaud,Rigaud_2020-01-01,January,2020,Jan-20,0.898641667
2020-01-02,0.8919,Rigaud,Rigaud_2020-01-02,January,2020,Jan-20,0.891983333
2020-01-03,0.8921,Rigaud,Rigaud_2020-01-03,January,2020,Jan-20,0.886595833
2020-01-04,0.8837,Rigaud,Rigaud_2020-01-04,January,2020,Jan-20,0.885541667
2020-01-05,0.8832,Rigaud,Rigaud_2020-01-05,January,2020,Jan-20,0.878672727
2020-01-06,0.8782,Rigaud,Rigaud_2020-01-06,January,2020,Jan-20,0.8776
2020-01-07,0.8747,Rigaud,Rigaud_2020-01-07,January,2020,Jan-20,0.873195833
2020-01-08,0.8773,Rigaud,Rigaud_2020-01-08,January,2020,Jan-20,0.868916667
2020-01-09,0.8537,Rigaud,Rigaud_2020-01-09,January,2020,Jan-20,0.852090476
2020-01-10,0.8705,Rigaud,Rigaud_2020-01-10,January,2020,Jan-20,0.863966667
2020-01-11,0.8575,Rigaud,Rigaud_2020-01-11,January,2020,Jan-20,0.87511
2020-01-12,1.6079,Rigaud,Rigaud_2020-01-12,January,2020,Jan-20,1.75441
2020-01-13,1.8197,Rigaud,Rigaud_2020-01-13,January,2020,Jan-20,1.835372727
2020-01-14,1.8376,Rigaud,Rigaud_2020-01-14,January,2020,Jan-20,1.835340909
2020-01-15,1.825,Rigaud,Rigaud_2020-01-15,January,2020,Jan-20,1.806654167
2020-01-16,1.7939,Rigaud,Rigaud_2020-01-16,January,2020,Jan-20,1.770066667
2020-01-17,1.7352,Rigaud,Rigaud_2020-01-17,January,2020,Jan-20,1.71965
2020-01-18,1.7071,Rigaud,Rigaud_2020-01-18,January,2020,Jan-20,1.7029125
2020-01-19,1.6976,Rigaud,Rigaud_2020-01-19,January,2020,Jan-20,1.659979167
2020-01-20,1.6286,Rigaud,Rigaud_2020-01-20,January,2020,Jan-20,1.6112875
2020-01-21,1.5956,Rigaud,Rigaud_2020-01-21,January,2020,Jan-20,1.5853625
2020-01-22,1.5772,Rigaud,Rigaud_2020-01-22,January,2020,Jan-20,1.564016667
2020-01-23,1.5541,Rigaud,Rigaud_2020-01-23,January,2020,Jan-20,1.540470833
2020-01-24,1.5313,Rigaud,Rigaud_2020-01-24,January,2020,Jan-20,1.5204625
2020-01-25,1.5116,Rigaud,Rigaud_2020-01-25,January,2020,Jan-20,1.5121
2020-01-26,1.5156,Rigaud,Rigaud_2020-01-26,January,2020,Jan-20,1.506575
2020-01-27,1.5008,Rigaud,Rigaud_2020-01-27,January,2020,Jan-20,1.489691667
2020-01-28,1.4798,Rigaud,Rigaud_2020-01-28,January,2020,Jan-20,1.469204167
2020-01-29,1.4587,Rigaud,Rigaud_2020-01-29,January,2020,Jan-20,1.447795833
2020-01-30,1.4389,Rigaud,Rigaud_2020-01-30,January,2020,Jan-20,1.432695833
2020-01-31,1.4264,Rigaud,Rigaud_2020-01-31,January,2020,Jan-20,1.421720833
2020-01-01,3.0393,Saint-Lazare,Saint-Lazare_2020-01-01,January,2020,Jan-20,3.029125
