"","R-01-gw","R-01-R","R-01-S-00-bac","R-02-gw","R-02-R","R-02-S-00-bac","R-03-gw","R-03-R","R-03-S-00-bac","R-03-sn","R-04-gw","R-04-R","R-04-S-00-bac","R-05-gw","R-05-R","R-05-sn","R-06-gw","R-06-sn","R-07-gw","R-07-sn","R-08-gw","R-08-R","R-08-S-00-bac","R-09-gw","R-09-R","R-09-S-00-bac","R-10-gw","R-10-R","R-10-S-00-bac","R-11-gw","R-11-R","R-11-S-00-bac","R-12-gw","R-12-R","R-12-S-00-bac","SL-01-gw","SL-01-R","SL-01-S-00-bac","SL-02-gw","SL-02-R","SL-02-S-00-bac","SL-03-gw","SL-03-R","SL-03-S-00-bac","SL-03-sn","SL-04-gw","SL-04-R","SL-04-S-00-bac","SL-05-gw","SL-05-R","SL-05-sn","SL-06-gw","SL-06-sn","SL-07-gw","SL-07-R","SL-07-sn","SL-08-gw","SL-08-R","SL-08-S-00-bac","SL-09-gw","SL-09-R","SL-09-S-00-bac","SL-10-gw","SL-10-R","SL-10-S-00-bac","SL-11-gw","SL-11-R","SL-11-S-00-bac","SL-12-gw","SL-12-R","SL-12-S-00-bac"
"ASV9364",2,0,0,3,2,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,14,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,3,20,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,5,0,0,3,0,0,9
"ASV9368",0,1,1,2,18,2,0,0,0,2,0,24,0,1,1,0,1,0,0,0,0,75,5,0,21,5,0,3,2,2,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,11,16,0,0,7,0,0,8,0,0,2,0,0,7
"ASV9369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9379",0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"ASV9404",0,0,0,0,10,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9406",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,10,0,0,0,0,5,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV9414",0,0,9,0,29,0,0,1,2,1,0,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,5,0,0,3,0,0,21,0,0,0,0,1,0,0,23,0,0,4,0,0,0,0,0,0,1,0,0,3
"ASV9415",0,0,0,0,39,0,1,12,2,0,0,1,0,0,3,0,0,0,0,0,0,1,5,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9416",0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"ASV9445",0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9447",0,0,9,0,16,14,0,1,8,0,0,5,1,0,0,0,0,0,0,0,0,1,7,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,4
"ASV9451",1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9452",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,2,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5
"ASV9453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,3,0,0,3,0,0,1
"ASV9456",0,0,2,0,7,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV9457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,3,0,0,0,0,0,0
"ASV9458",0,0,0,0,16,3,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9459",0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9460",0,0,0,0,4,0,0,1,2,0,0,0,0,0,1,0,2,14,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0
"ASV9461",0,0,2,0,10,0,1,0,0,2,0,3,0,0,7,0,0,0,1,6,0,0,3,0,1,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,5,0,0,11,0,0,7,3,0,2,0,0,0,0,5,0,0,3,6,0,2,12,0,0,14,0,0,5,0,0,29
"ASV9462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,13,0,0,17,0,0,29
"ASV9465",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9466",0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,2,0,0,1,0,0,2
"ASV9467",0,0,10,0,33,12,0,2,8,0,0,4,13,0,2,2,0,0,0,0,0,3,9,0,1,3,0,0,16,0,2,10,0,0,14,0,0,15,0,6,14,0,0,4,0,0,2,14,0,1,0,0,0,0,1,0,0,2,6,0,0,18,0,0,29,0,0,8,0,0,22
"ASV9468",0,0,0,0,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0
"ASV9470",0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,3,0,0,2,0,0,1,17,0,0,0,0,0,0,0,0,0,1,8,0,0,7,0,0,16,0,0,10,0,0,0
"ASV9471",0,0,0,0,11,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9472",0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV9473",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9475",1,0,0,0,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,1,0,0,11,0,0,14,0,0,7,0,0,3
"ASV9476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,19,0,0,19,0,0,4
"ASV9477",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,7,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,8,0,0,4,0,0,6
"ASV9478",0,0,3,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9479",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,3,3,0,0,6,0,0,4,0,0,4,0,0,4
"ASV9481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,4,0,0,5,0,0,6
"ASV9485",0,0,0,0,2,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV9489",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0
"ASV9490",0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9503",0,0,13,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,1,0,0,5,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9522",0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9526",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,4,0,0,0,0,0,1
"ASV9561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,2
"ASV9566",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,6,0,0,4,0,0,1,0,0,23
"ASV9568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,8
"ASV9571",0,0,0,5,6,0,1,2,0,0,0,10,0,0,1,1,0,0,0,0,0,13,0,0,6,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9573",0,0,0,2,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9574",0,3,0,15,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9579",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,10,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9582",0,0,3,0,0,5,0,0,0,0,0,0,1,0,6,0,0,0,0,7,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9583",0,0,0,0,0,9,0,0,3,1,0,3,0,0,0,4,0,0,2,0,0,0,0,0,1,18,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9585",0,0,0,0,0,10,0,0,0,6,0,0,3,0,0,18,0,2,3,1,0,0,0,2,0,9,0,0,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"ASV9588",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"ASV9590",0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,11,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,18,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"ASV9594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,20,0,27,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ASV9599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,12,0,0,9,0,0,13
"ASV9604",0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5
"ASV9605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,3,0,0,16
"ASV9608",0,0,20,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,1,0,0,3
"ASV9610",0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,3,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,3
"ASV9612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,1,0,0,1
"ASV9616",0,0,4,0,0,3,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,5,0,0,4,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,1
"ASV9618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,5
"ASV9627",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,12,0,0,17
"ASV9631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,10
"ASV9633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,8
"ASV9634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,2,0,0,8
"ASV9638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,0,0,4
"ASV9639",0,0,15,0,0,16,0,0,3,0,0,0,3,0,0,0,0,1,1,0,0,0,5,0,0,2,0,0,6,0,0,3,0,0,0,0,0,0,0,0,2,0,0,11,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,5
"ASV9640",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,3,0,0,15
"ASV9641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
"ASV9642",0,0,1,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,5,0,0,11,0,0,0,0,0,1,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5,0,0,14
"ASV9643",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,7,0,0,3
"ASV9644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,12,0,0,2,0,0,8
"ASV9645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,4,0,0,5
"ASV9646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,5,0,0,3,0,0,25
"ASV9648",0,0,0,0,0,9,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9649",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV9654",0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2
"ASV9656",0,0,0,0,0,2,0,10,0,0,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV9657",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,2,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9659",0,0,5,0,4,36,0,22,5,8,0,66,10,0,6,13,0,52,29,0,0,1,4,1,1,28,0,3,12,0,8,13,0,0,4,4,0,0,3,1,0,0,0,4,0,0,25,1,2,1,0,1,0,0,6,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1
"ASV9661",0,0,10,0,0,15,0,0,5,7,0,1,9,0,10,9,0,3,10,10,0,0,1,0,0,5,0,0,3,0,1,1,0,0,4,0,0,2,0,7,2,0,0,4,0,0,3,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,7,0,0,5
"ASV9664",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,3,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,3
"ASV9665",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,3,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"ASV9678",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,4,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV9679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV9683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
